Start profiling...
linear_multiconv2d_handin_cpp.py:25: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  channel0_y=torch.range(y_min,y_max).cuda(0)
linear_multiconv2d_handin_cpp.py:27: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  channel0_x=torch.range(x_min,x_max).cuda(0)
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 2 [55680/60000 (93%)]	Loss: 0.248049
Train Epoch: 2 [56320/60000 (94%)]	Loss: 0.187899
Train Epoch: 2 [56960/60000 (95%)]	Loss: 0.315122
Train Epoch: 2 [57600/60000 (96%)]	Loss: 0.306953
Train Epoch: 2 [58240/60000 (97%)]	Loss: 0.135244
Train Epoch: 2 [58880/60000 (98%)]	Loss: 0.206612
Train Epoch: 2 [59520/60000 (99%)]	Loss: 0.142157

Test set: Average loss: 0.1506, Accuracy: 9538/10000 (95%)

Train Epoch: 3 [0/60000 (0%)]	Loss: 0.203225
Train Epoch: 3 [640/60000 (1%)]	Loss: 0.141055
Train Epoch: 3 [1280/60000 (2%)]	Loss: 0.250056
Train Epoch: 3 [1920/60000 (3%)]	Loss: 0.352424
Train Epoch: 3 [2560/60000 (4%)]	Loss: 0.257891
Train Epoch: 3 [3200/60000 (5%)]	Loss: 0.158164
Train Epoch: 3 [3840/60000 (6%)]	Loss: 0.203399
Train Epoch: 3 [4480/60000 (7%)]	Loss: 0.395918
Train Epoch: 3 [5120/60000 (9%)]	Loss: 0.607219
Train Epoch: 3 [5760/60000 (10%)]	Loss: 0.294750
Train Epoch: 3 [6400/60000 (11%)]	Loss: 0.515927
Train Epoch: 3 [7040/60000 (12%)]	Loss: 0.184586
Train Epoch: 3 [7680/60000 (13%)]	Loss: 0.234407
Train Epoch: 3 [8320/60000 (14%)]	Loss: 0.306908
Train Epoch: 3 [8960/60000 (15%)]	Loss: 0.141879
Train Epoch: 3 [9600/60000 (16%)]	Loss: 0.266375
Train Epoch: 3 [10240/60000 (17%)]	Loss: 0.533918
Train Epoch: 3 [10880/60000 (18%)]	Loss: 0.411199
Train Epoch: 3 [11520/60000 (19%)]	Loss: 0.195925
Train Epoch: 3 [12160/60000 (20%)]	Loss: 0.256986
Train Epoch: 3 [12800/60000 (21%)]	Loss: 0.147653
