Start profiling...
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 4 [2560/60000 (4%)]	Loss: 0.196978
Train Epoch: 4 [3200/60000 (5%)]	Loss: 0.005813
Train Epoch: 4 [3840/60000 (6%)]	Loss: 0.153063
Train Epoch: 4 [4480/60000 (7%)]	Loss: 0.018867
Train Epoch: 4 [5120/60000 (9%)]	Loss: 0.222219
Train Epoch: 4 [5760/60000 (10%)]	Loss: 0.046019
Train Epoch: 4 [6400/60000 (11%)]	Loss: 0.092992
Train Epoch: 4 [7040/60000 (12%)]	Loss: 0.121042
Train Epoch: 4 [7680/60000 (13%)]	Loss: 0.013032
Train Epoch: 4 [8320/60000 (14%)]	Loss: 0.011265
Train Epoch: 4 [8960/60000 (15%)]	Loss: 0.119041
Train Epoch: 4 [9600/60000 (16%)]	Loss: 0.104252
Train Epoch: 4 [10240/60000 (17%)]	Loss: 0.017346
Train Epoch: 4 [10880/60000 (18%)]	Loss: 0.017643
Train Epoch: 4 [11520/60000 (19%)]	Loss: 0.069078
Train Epoch: 4 [12160/60000 (20%)]	Loss: 0.134125
Train Epoch: 4 [12800/60000 (21%)]	Loss: 0.114518
Train Epoch: 4 [13440/60000 (22%)]	Loss: 0.032561
Train Epoch: 4 [14080/60000 (23%)]	Loss: 0.075145
Train Epoch: 4 [14720/60000 (25%)]	Loss: 0.026947
Train Epoch: 4 [15360/60000 (26%)]	Loss: 0.232365
Train Epoch: 4 [16000/60000 (27%)]	Loss: 0.090905
Train Epoch: 4 [16640/60000 (28%)]	Loss: 0.046455
Train Epoch: 4 [17280/60000 (29%)]	Loss: 0.061212
Train Epoch: 4 [17920/60000 (30%)]	Loss: 0.014302
Train Epoch: 4 [18560/60000 (31%)]	Loss: 0.012979
Train Epoch: 4 [19200/60000 (32%)]	Loss: 0.016959
Train Epoch: 4 [19840/60000 (33%)]	Loss: 0.022104
Train Epoch: 4 [20480/60000 (34%)]	Loss: 0.080866
Train Epoch: 4 [21120/60000 (35%)]	Loss: 0.055682
Train Epoch: 4 [21760/60000 (36%)]	Loss: 0.018880
Train Epoch: 4 [22400/60000 (37%)]	Loss: 0.022530
Train Epoch: 4 [23040/60000 (38%)]	Loss: 0.002363
Train Epoch: 4 [23680/60000 (39%)]	Loss: 0.015720
Train Epoch: 4 [24320/60000 (41%)]	Loss: 0.001363
Train Epoch: 4 [24960/60000 (42%)]	Loss: 0.033641
Train Epoch: 4 [25600/60000 (43%)]	Loss: 0.052661
Train Epoch: 4 [26240/60000 (44%)]	Loss: 0.027655
Train Epoch: 4 [26880/60000 (45%)]	Loss: 0.034539
Train Epoch: 4 [27520/60000 (46%)]	Loss: 0.029786
Train Epoch: 4 [28160/60000 (47%)]	Loss: 0.139981
Train Epoch: 4 [28800/60000 (48%)]	Loss: 0.034482
Train Epoch: 4 [29440/60000 (49%)]	Loss: 0.187151
Train Epoch: 4 [30080/60000 (50%)]	Loss: 0.048288
Train Epoch: 4 [30720/60000 (51%)]	Loss: 0.014881
Train Epoch: 4 [31360/60000 (52%)]	Loss: 0.029201
Train Epoch: 4 [32000/60000 (53%)]	Loss: 0.118505
Train Epoch: 4 [32640/60000 (54%)]	Loss: 0.005567
Train Epoch: 4 [33280/60000 (55%)]	Loss: 0.170226
Train Epoch: 4 [33920/60000 (57%)]	Loss: 0.030371
Train Epoch: 4 [34560/60000 (58%)]	Loss: 0.025999
Train Epoch: 4 [35200/60000 (59%)]	Loss: 0.000741
Train Epoch: 4 [35840/60000 (60%)]	Loss: 0.001183
Train Epoch: 4 [36480/60000 (61%)]	Loss: 0.013955
Train Epoch: 4 [37120/60000 (62%)]	Loss: 0.024782
Train Epoch: 4 [37760/60000 (63%)]	Loss: 0.022028
Train Epoch: 4 [38400/60000 (64%)]	Loss: 0.016976
Train Epoch: 4 [39040/60000 (65%)]	Loss: 0.022524
Train Epoch: 4 [39680/60000 (66%)]	Loss: 0.114597
Train Epoch: 4 [40320/60000 (67%)]	Loss: 0.097339
Train Epoch: 4 [40960/60000 (68%)]	Loss: 0.068626
Train Epoch: 4 [41600/60000 (69%)]	Loss: 0.150165
Train Epoch: 4 [42240/60000 (70%)]	Loss: 0.002485
Train Epoch: 4 [42880/60000 (71%)]	Loss: 0.093578
Train Epoch: 4 [43520/60000 (72%)]	Loss: 0.067098
Train Epoch: 4 [44160/60000 (74%)]	Loss: 0.018503
Train Epoch: 4 [44800/60000 (75%)]	Loss: 0.008469
Train Epoch: 4 [45440/60000 (76%)]	Loss: 0.017966
Train Epoch: 4 [46080/60000 (77%)]	Loss: 0.019209
Train Epoch: 4 [46720/60000 (78%)]	Loss: 0.022796
Train Epoch: 4 [47360/60000 (79%)]	Loss: 0.061582
Train Epoch: 4 [48000/60000 (80%)]	Loss: 0.009877
Train Epoch: 4 [48640/60000 (81%)]	Loss: 0.040561
Train Epoch: 4 [49280/60000 (82%)]	Loss: 0.109491
Train Epoch: 4 [49920/60000 (83%)]	Loss: 0.031582
Train Epoch: 4 [50560/60000 (84%)]	Loss: 0.021227
Train Epoch: 4 [51200/60000 (85%)]	Loss: 0.001351
Train Epoch: 4 [51840/60000 (86%)]	Loss: 0.019894
Train Epoch: 4 [52480/60000 (87%)]	Loss: 0.038083
Train Epoch: 4 [53120/60000 (88%)]	Loss: 0.053086
Train Epoch: 4 [53760/60000 (90%)]	Loss: 0.143770
Train Epoch: 4 [54400/60000 (91%)]	Loss: 0.003765
Train Epoch: 4 [55040/60000 (92%)]	Loss: 0.037510
Train Epoch: 4 [55680/60000 (93%)]	Loss: 0.113767
Train Epoch: 4 [56320/60000 (94%)]	Loss: 0.026620
Train Epoch: 4 [56960/60000 (95%)]	Loss: 0.030244
Train Epoch: 4 [57600/60000 (96%)]	Loss: 0.016074
Train Epoch: 4 [58240/60000 (97%)]	Loss: 0.056187
Train Epoch: 4 [58880/60000 (98%)]	Loss: 0.005726
Train Epoch: 4 [59520/60000 (99%)]	Loss: 0.051830

Test set: Average loss: 0.0335, Accuracy: 9892/10000 (99%)

Train Epoch: 5 [0/60000 (0%)]	Loss: 0.031642
Train Epoch: 5 [640/60000 (1%)]	Loss: 0.012120
Train Epoch: 5 [1280/60000 (2%)]	Loss: 0.019661
Train Epoch: 5 [1920/60000 (3%)]	Loss: 0.009012
Train Epoch: 5 [2560/60000 (4%)]	Loss: 0.002675
Train Epoch: 5 [3200/60000 (5%)]	Loss: 0.026641
Train Epoch: 5 [3840/60000 (6%)]	Loss: 0.056949
Train Epoch: 5 [4480/60000 (7%)]	Loss: 0.002567
Train Epoch: 5 [5120/60000 (9%)]	Loss: 0.074023
Train Epoch: 5 [5760/60000 (10%)]	Loss: 0.024927
Train Epoch: 5 [6400/60000 (11%)]	Loss: 0.003430
Train Epoch: 5 [7040/60000 (12%)]	Loss: 0.028492
Train Epoch: 5 [7680/60000 (13%)]	Loss: 0.002339
Train Epoch: 5 [8320/60000 (14%)]	Loss: 0.042630
Train Epoch: 5 [8960/60000 (15%)]	Loss: 0.014159
Train Epoch: 5 [9600/60000 (16%)]	Loss: 0.099871
Train Epoch: 5 [10240/60000 (17%)]	Loss: 0.015638
Train Epoch: 5 [10880/60000 (18%)]	Loss: 0.042081
Train Epoch: 5 [11520/60000 (19%)]	Loss: 0.001934
Train Epoch: 5 [12160/60000 (20%)]	Loss: 0.010131
Train Epoch: 5 [12800/60000 (21%)]	Loss: 0.001755
Train Epoch: 5 [13440/60000 (22%)]	Loss: 0.012220
Train Epoch: 5 [14080/60000 (23%)]	Loss: 0.009357
Train Epoch: 5 [14720/60000 (25%)]	Loss: 0.096787
Train Epoch: 5 [15360/60000 (26%)]	Loss: 0.020771
Train Epoch: 5 [16000/60000 (27%)]	Loss: 0.047550
Train Epoch: 5 [16640/60000 (28%)]	Loss: 0.039489
Train Epoch: 5 [17280/60000 (29%)]	Loss: 0.029441
Train Epoch: 5 [17920/60000 (30%)]	Loss: 0.024892
Train Epoch: 5 [18560/60000 (31%)]	Loss: 0.100399
Train Epoch: 5 [19200/60000 (32%)]	Loss: 0.063758
Train Epoch: 5 [19840/60000 (33%)]	Loss: 0.012481
Train Epoch: 5 [20480/60000 (34%)]	Loss: 0.007933
Train Epoch: 5 [21120/60000 (35%)]	Loss: 0.015527
Train Epoch: 5 [21760/60000 (36%)]	Loss: 0.021513
Train Epoch: 5 [22400/60000 (37%)]	Loss: 0.091346
Train Epoch: 5 [23040/60000 (38%)]	Loss: 0.012487
Train Epoch: 5 [23680/60000 (39%)]	Loss: 0.008023
Train Epoch: 5 [24320/60000 (41%)]	Loss: 0.045914
Train Epoch: 5 [24960/60000 (42%)]	Loss: 0.044999
Train Epoch: 5 [25600/60000 (43%)]	Loss: 0.075352
Train Epoch: 5 [26240/60000 (44%)]	Loss: 0.037953
Train Epoch: 5 [26880/60000 (45%)]	Loss: 0.020522
Train Epoch: 5 [27520/60000 (46%)]	Loss: 0.059549
Train Epoch: 5 [28160/60000 (47%)]	Loss: 0.030410
Train Epoch: 5 [28800/60000 (48%)]	Loss: 0.014401
Train Epoch: 5 [29440/60000 (49%)]	Loss: 0.026493
Train Epoch: 5 [30080/60000 (50%)]	Loss: 0.055544
Train Epoch: 5 [30720/60000 (51%)]	Loss: 0.017714
Train Epoch: 5 [31360/60000 (52%)]	Loss: 0.051673
Train Epoch: 5 [32000/60000 (53%)]	Loss: 0.099945
Train Epoch: 5 [32640/60000 (54%)]	Loss: 0.036702
Train Epoch: 5 [33280/60000 (55%)]	Loss: 0.068975
Train Epoch: 5 [33920/60000 (57%)]	Loss: 0.109314
Train Epoch: 5 [34560/60000 (58%)]	Loss: 0.034230
Train Epoch: 5 [35200/60000 (59%)]	Loss: 0.002748
Train Epoch: 5 [35840/60000 (60%)]	Loss: 0.070338
Train Epoch: 5 [36480/60000 (61%)]	Loss: 0.030365
Train Epoch: 5 [37120/60000 (62%)]	Loss: 0.004353
Train Epoch: 5 [37760/60000 (63%)]	Loss: 0.031618
Train Epoch: 5 [38400/60000 (64%)]	Loss: 0.059959
Train Epoch: 5 [39040/60000 (65%)]	Loss: 0.032566
Train Epoch: 5 [39680/60000 (66%)]	Loss: 0.043950
Train Epoch: 5 [40320/60000 (67%)]	Loss: 0.002749
Train Epoch: 5 [40960/60000 (68%)]	Loss: 0.044866
Train Epoch: 5 [41600/60000 (69%)]	Loss: 0.050316
Train Epoch: 5 [42240/60000 (70%)]	Loss: 0.004550
Train Epoch: 5 [42880/60000 (71%)]	Loss: 0.044558
Train Epoch: 5 [43520/60000 (72%)]	Loss: 0.094590
Train Epoch: 5 [44160/60000 (74%)]	Loss: 0.002852
Train Epoch: 5 [44800/60000 (75%)]	Loss: 0.016049
Train Epoch: 5 [45440/60000 (76%)]	Loss: 0.017957
Train Epoch: 5 [46080/60000 (77%)]	Loss: 0.021089
Train Epoch: 5 [46720/60000 (78%)]	Loss: 0.018691
Train Epoch: 5 [47360/60000 (79%)]	Loss: 0.013403
Train Epoch: 5 [48000/60000 (80%)]	Loss: 0.064504
Train Epoch: 5 [48640/60000 (81%)]	Loss: 0.001374
Train Epoch: 5 [49280/60000 (82%)]	Loss: 0.008615
Train Epoch: 5 [49920/60000 (83%)]	Loss: 0.052764
Train Epoch: 5 [50560/60000 (84%)]	Loss: 0.100325
Train Epoch: 5 [51200/60000 (85%)]	Loss: 0.136757
Train Epoch: 5 [51840/60000 (86%)]	Loss: 0.159179
Train Epoch: 5 [52480/60000 (87%)]	Loss: 0.014511
Train Epoch: 5 [53120/60000 (88%)]	Loss: 0.024016
Train Epoch: 5 [53760/60000 (90%)]	Loss: 0.005419
Train Epoch: 5 [54400/60000 (91%)]	Loss: 0.004702
Train Epoch: 5 [55040/60000 (92%)]	Loss: 0.017137
Train Epoch: 5 [55680/60000 (93%)]	Loss: 0.003785
Train Epoch: 5 [56320/60000 (94%)]	Loss: 0.018592
Train Epoch: 5 [56960/60000 (95%)]	Loss: 0.005241
Train Epoch: 5 [57600/60000 (96%)]	Loss: 0.038363
Train Epoch: 5 [58240/60000 (97%)]	Loss: 0.090903
Train Epoch: 5 [58880/60000 (98%)]	Loss: 0.137678
Train Epoch: 5 [59520/60000 (99%)]	Loss: 0.012877

Test set: Average loss: 0.0298, Accuracy: 9903/10000 (99%)

Train Epoch: 6 [0/60000 (0%)]	Loss: 0.014947
Train Epoch: 6 [640/60000 (1%)]	Loss: 0.019697
Train Epoch: 6 [1280/60000 (2%)]	Loss: 0.076965
Train Epoch: 6 [1920/60000 (3%)]	Loss: 0.007670
Train Epoch: 6 [2560/60000 (4%)]	Loss: 0.010403
Train Epoch: 6 [3200/60000 (5%)]	Loss: 0.009778
Train Epoch: 6 [3840/60000 (6%)]	Loss: 0.040081
Train Epoch: 6 [4480/60000 (7%)]	Loss: 0.004664
Train Epoch: 6 [5120/60000 (9%)]	Loss: 0.064459
Train Epoch: 6 [5760/60000 (10%)]	Loss: 0.049644
Train Epoch: 6 [6400/60000 (11%)]	Loss: 0.017983
Train Epoch: 6 [7040/60000 (12%)]	Loss: 0.004861
Train Epoch: 6 [7680/60000 (13%)]	Loss: 0.002494
Train Epoch: 6 [8320/60000 (14%)]	Loss: 0.011369
Train Epoch: 6 [8960/60000 (15%)]	Loss: 0.007961
Train Epoch: 6 [9600/60000 (16%)]	Loss: 0.009904
Train Epoch: 6 [10240/60000 (17%)]	Loss: 0.008962
Train Epoch: 6 [10880/60000 (18%)]	Loss: 0.034625
Train Epoch: 6 [11520/60000 (19%)]	Loss: 0.002619
Train Epoch: 6 [12160/60000 (20%)]	Loss: 0.072822
Train Epoch: 6 [12800/60000 (21%)]	Loss: 0.001625
Train Epoch: 6 [13440/60000 (22%)]	Loss: 0.010081
Train Epoch: 6 [14080/60000 (23%)]	Loss: 0.002210
Train Epoch: 6 [14720/60000 (25%)]	Loss: 0.098914
Train Epoch: 6 [15360/60000 (26%)]	Loss: 0.078706
Train Epoch: 6 [16000/60000 (27%)]	Loss: 0.021431
Train Epoch: 6 [16640/60000 (28%)]	Loss: 0.001200
Train Epoch: 6 [17280/60000 (29%)]	Loss: 0.064995
Train Epoch: 6 [17920/60000 (30%)]	Loss: 0.006766
Train Epoch: 6 [18560/60000 (31%)]	Loss: 0.064452
Train Epoch: 6 [19200/60000 (32%)]	Loss: 0.021316
Train Epoch: 6 [19840/60000 (33%)]	Loss: 0.011548
Train Epoch: 6 [20480/60000 (34%)]	Loss: 0.006247
Train Epoch: 6 [21120/60000 (35%)]	Loss: 0.002257
Train Epoch: 6 [21760/60000 (36%)]	Loss: 0.006988
Train Epoch: 6 [22400/60000 (37%)]	Loss: 0.060060
Train Epoch: 6 [23040/60000 (38%)]	Loss: 0.003644
Train Epoch: 6 [23680/60000 (39%)]	Loss: 0.008714
Train Epoch: 6 [24320/60000 (41%)]	Loss: 0.057312
Train Epoch: 6 [24960/60000 (42%)]	Loss: 0.005613
Train Epoch: 6 [25600/60000 (43%)]	Loss: 0.000719
Train Epoch: 6 [26240/60000 (44%)]	Loss: 0.039377
Train Epoch: 6 [26880/60000 (45%)]	Loss: 0.010450
Train Epoch: 6 [27520/60000 (46%)]	Loss: 0.026164
Train Epoch: 6 [28160/60000 (47%)]	Loss: 0.004650
Train Epoch: 6 [28800/60000 (48%)]	Loss: 0.015750
Train Epoch: 6 [29440/60000 (49%)]	Loss: 0.044751
Train Epoch: 6 [30080/60000 (50%)]	Loss: 0.005740
Train Epoch: 6 [30720/60000 (51%)]	Loss: 0.017980
Train Epoch: 6 [31360/60000 (52%)]	Loss: 0.004637
Train Epoch: 6 [32000/60000 (53%)]	Loss: 0.026251
Train Epoch: 6 [32640/60000 (54%)]	Loss: 0.023612
Train Epoch: 6 [33280/60000 (55%)]	Loss: 0.020047
Train Epoch: 6 [33920/60000 (57%)]	Loss: 0.003699
Train Epoch: 6 [34560/60000 (58%)]	Loss: 0.031554
Train Epoch: 6 [35200/60000 (59%)]	Loss: 0.088125
Train Epoch: 6 [35840/60000 (60%)]	Loss: 0.059096
Train Epoch: 6 [36480/60000 (61%)]	Loss: 0.023974
Train Epoch: 6 [37120/60000 (62%)]	Loss: 0.016965
Train Epoch: 6 [37760/60000 (63%)]	Loss: 0.014798
Train Epoch: 6 [38400/60000 (64%)]	Loss: 0.080593
Train Epoch: 6 [39040/60000 (65%)]	Loss: 0.003332
Train Epoch: 6 [39680/60000 (66%)]	Loss: 0.064342
Train Epoch: 6 [40320/60000 (67%)]	Loss: 0.027683
Train Epoch: 6 [40960/60000 (68%)]	Loss: 0.029857
Train Epoch: 6 [41600/60000 (69%)]	Loss: 0.035747
Train Epoch: 6 [42240/60000 (70%)]	Loss: 0.048077
Train Epoch: 6 [42880/60000 (71%)]	Loss: 0.024470
Train Epoch: 6 [43520/60000 (72%)]	Loss: 0.076407
Train Epoch: 6 [44160/60000 (74%)]	Loss: 0.026237
Train Epoch: 6 [44800/60000 (75%)]	Loss: 0.005333
Train Epoch: 6 [45440/60000 (76%)]	Loss: 0.006993
Train Epoch: 6 [46080/60000 (77%)]	Loss: 0.019136
Train Epoch: 6 [46720/60000 (78%)]	Loss: 0.015850
Train Epoch: 6 [47360/60000 (79%)]	Loss: 0.010523
Train Epoch: 6 [48000/60000 (80%)]	Loss: 0.052808
Train Epoch: 6 [48640/60000 (81%)]	Loss: 0.004655
Train Epoch: 6 [49280/60000 (82%)]	Loss: 0.007168
Train Epoch: 6 [49920/60000 (83%)]	Loss: 0.003891
Train Epoch: 6 [50560/60000 (84%)]	Loss: 0.008132
Train Epoch: 6 [51200/60000 (85%)]	Loss: 0.033495
Train Epoch: 6 [51840/60000 (86%)]	Loss: 0.060138
Train Epoch: 6 [52480/60000 (87%)]	Loss: 0.017877
Train Epoch: 6 [53120/60000 (88%)]	Loss: 0.021356
Train Epoch: 6 [53760/60000 (90%)]	Loss: 0.086933
Train Epoch: 6 [54400/60000 (91%)]	Loss: 0.020461
Train Epoch: 6 [55040/60000 (92%)]	Loss: 0.006770
Train Epoch: 6 [55680/60000 (93%)]	Loss: 0.156621
Train Epoch: 6 [56320/60000 (94%)]	Loss: 0.030391
Train Epoch: 6 [56960/60000 (95%)]	Loss: 0.002770
Train Epoch: 6 [57600/60000 (96%)]	Loss: 0.028579
Train Epoch: 6 [58240/60000 (97%)]	Loss: 0.003619
Train Epoch: 6 [58880/60000 (98%)]	Loss: 0.006421
Train Epoch: 6 [59520/60000 (99%)]	Loss: 0.020274

Test set: Average loss: 0.0294, Accuracy: 9908/10000 (99%)

Train Epoch: 7 [0/60000 (0%)]	Loss: 0.149853
Train Epoch: 7 [640/60000 (1%)]	Loss: 0.010474
Train Epoch: 7 [1280/60000 (2%)]	Loss: 0.082760
Train Epoch: 7 [1920/60000 (3%)]	Loss: 0.004832
Train Epoch: 7 [2560/60000 (4%)]	Loss: 0.004066
Train Epoch: 7 [3200/60000 (5%)]	Loss: 0.074159
Train Epoch: 7 [3840/60000 (6%)]	Loss: 0.066540
Train Epoch: 7 [4480/60000 (7%)]	Loss: 0.067505
Train Epoch: 7 [5120/60000 (9%)]	Loss: 0.037134
Train Epoch: 7 [5760/60000 (10%)]	Loss: 0.003019
Train Epoch: 7 [6400/60000 (11%)]	Loss: 0.004960
Train Epoch: 7 [7040/60000 (12%)]	Loss: 0.204250
Train Epoch: 7 [7680/60000 (13%)]	Loss: 0.015709
Train Epoch: 7 [8320/60000 (14%)]	Loss: 0.005927
Train Epoch: 7 [8960/60000 (15%)]	Loss: 0.020596
Train Epoch: 7 [9600/60000 (16%)]	Loss: 0.117551
Train Epoch: 7 [10240/60000 (17%)]	Loss: 0.018992
Train Epoch: 7 [10880/60000 (18%)]	Loss: 0.027137
Train Epoch: 7 [11520/60000 (19%)]	Loss: 0.010842
Train Epoch: 7 [12160/60000 (20%)]	Loss: 0.013838
Train Epoch: 7 [12800/60000 (21%)]	Loss: 0.010796
Train Epoch: 7 [13440/60000 (22%)]	Loss: 0.019860
Train Epoch: 7 [14080/60000 (23%)]	Loss: 0.046771
Train Epoch: 7 [14720/60000 (25%)]	Loss: 0.081234
Train Epoch: 7 [15360/60000 (26%)]	Loss: 0.005950
Train Epoch: 7 [16000/60000 (27%)]	Loss: 0.000349
Train Epoch: 7 [16640/60000 (28%)]	Loss: 0.005393
Train Epoch: 7 [17280/60000 (29%)]	Loss: 0.038758
Train Epoch: 7 [17920/60000 (30%)]	Loss: 0.013729
Train Epoch: 7 [18560/60000 (31%)]	Loss: 0.004430
Train Epoch: 7 [19200/60000 (32%)]	Loss: 0.003551
Train Epoch: 7 [19840/60000 (33%)]	Loss: 0.009415
Train Epoch: 7 [20480/60000 (34%)]	Loss: 0.025201
Train Epoch: 7 [21120/60000 (35%)]	Loss: 0.154483
Train Epoch: 7 [21760/60000 (36%)]	Loss: 0.017305
Train Epoch: 7 [22400/60000 (37%)]	Loss: 0.046027
Train Epoch: 7 [23040/60000 (38%)]	Loss: 0.040375
Train Epoch: 7 [23680/60000 (39%)]	Loss: 0.074829
Train Epoch: 7 [24320/60000 (41%)]	Loss: 0.003353
Train Epoch: 7 [24960/60000 (42%)]	Loss: 0.028063
Train Epoch: 7 [25600/60000 (43%)]	Loss: 0.039834
Train Epoch: 7 [26240/60000 (44%)]	Loss: 0.001806
Train Epoch: 7 [26880/60000 (45%)]	Loss: 0.011208
Train Epoch: 7 [27520/60000 (46%)]	Loss: 0.012314
Train Epoch: 7 [28160/60000 (47%)]	Loss: 0.041033
Train Epoch: 7 [28800/60000 (48%)]	Loss: 0.087773
Train Epoch: 7 [29440/60000 (49%)]	Loss: 0.001747
Train Epoch: 7 [30080/60000 (50%)]	Loss: 0.006176
Train Epoch: 7 [30720/60000 (51%)]	Loss: 0.000912
Train Epoch: 7 [31360/60000 (52%)]	Loss: 0.075668
Train Epoch: 7 [32000/60000 (53%)]	Loss: 0.011418
Train Epoch: 7 [32640/60000 (54%)]	Loss: 0.003728
Train Epoch: 7 [33280/60000 (55%)]	Loss: 0.032811
Train Epoch: 7 [33920/60000 (57%)]	Loss: 0.015002
Train Epoch: 7 [34560/60000 (58%)]	Loss: 0.044027
Train Epoch: 7 [35200/60000 (59%)]	Loss: 0.011066
Train Epoch: 7 [35840/60000 (60%)]	Loss: 0.007502
Train Epoch: 7 [36480/60000 (61%)]	Loss: 0.006131
Train Epoch: 7 [37120/60000 (62%)]	Loss: 0.005021
Train Epoch: 7 [37760/60000 (63%)]	Loss: 0.118438
Train Epoch: 7 [38400/60000 (64%)]	Loss: 0.134039
Train Epoch: 7 [39040/60000 (65%)]	Loss: 0.015815
Train Epoch: 7 [39680/60000 (66%)]	Loss: 0.019114
Train Epoch: 7 [40320/60000 (67%)]	Loss: 0.090377
Train Epoch: 7 [40960/60000 (68%)]	Loss: 0.028355
Train Epoch: 7 [41600/60000 (69%)]	Loss: 0.025311
Train Epoch: 7 [42240/60000 (70%)]	Loss: 0.037784
Train Epoch: 7 [42880/60000 (71%)]	Loss: 0.019676
Train Epoch: 7 [43520/60000 (72%)]	Loss: 0.041882
Train Epoch: 7 [44160/60000 (74%)]	Loss: 0.044454
Train Epoch: 7 [44800/60000 (75%)]	Loss: 0.050645
Train Epoch: 7 [45440/60000 (76%)]	Loss: 0.024776
Train Epoch: 7 [46080/60000 (77%)]	Loss: 0.005015
Train Epoch: 7 [46720/60000 (78%)]	Loss: 0.072299
Train Epoch: 7 [47360/60000 (79%)]	Loss: 0.018554
Train Epoch: 7 [48000/60000 (80%)]	Loss: 0.004221
Train Epoch: 7 [48640/60000 (81%)]	Loss: 0.035107
Train Epoch: 7 [49280/60000 (82%)]	Loss: 0.035171
Train Epoch: 7 [49920/60000 (83%)]	Loss: 0.010568
Train Epoch: 7 [50560/60000 (84%)]	Loss: 0.019011
Train Epoch: 7 [51200/60000 (85%)]	Loss: 0.001032
Train Epoch: 7 [51840/60000 (86%)]	Loss: 0.016455
Train Epoch: 7 [52480/60000 (87%)]	Loss: 0.052578
Train Epoch: 7 [53120/60000 (88%)]	Loss: 0.002565
Train Epoch: 7 [53760/60000 (90%)]	Loss: 0.146926
Train Epoch: 7 [54400/60000 (91%)]	Loss: 0.007121
Train Epoch: 7 [55040/60000 (92%)]	Loss: 0.017553
Train Epoch: 7 [55680/60000 (93%)]	Loss: 0.045314
Train Epoch: 7 [56320/60000 (94%)]	Loss: 0.087314
Train Epoch: 7 [56960/60000 (95%)]	Loss: 0.028311
Train Epoch: 7 [57600/60000 (96%)]	Loss: 0.055026
Train Epoch: 7 [58240/60000 (97%)]	Loss: 0.029393
Train Epoch: 7 [58880/60000 (98%)]	Loss: 0.003441
Train Epoch: 7 [59520/60000 (99%)]	Loss: 0.095604

Test set: Average loss: 0.0290, Accuracy: 9910/10000 (99%)

Train Epoch: 8 [0/60000 (0%)]	Loss: 0.064580
Train Epoch: 8 [640/60000 (1%)]	Loss: 0.022652
Train Epoch: 8 [1280/60000 (2%)]	Loss: 0.005065
Train Epoch: 8 [1920/60000 (3%)]	Loss: 0.018923
Train Epoch: 8 [2560/60000 (4%)]	Loss: 0.003958
Train Epoch: 8 [3200/60000 (5%)]	Loss: 0.003694
Train Epoch: 8 [3840/60000 (6%)]	Loss: 0.037511
Train Epoch: 8 [4480/60000 (7%)]	Loss: 0.049615
Train Epoch: 8 [5120/60000 (9%)]	Loss: 0.011519
Train Epoch: 8 [5760/60000 (10%)]	Loss: 0.034806
Train Epoch: 8 [6400/60000 (11%)]	Loss: 0.007122
Train Epoch: 8 [7040/60000 (12%)]	Loss: 0.008743
Train Epoch: 8 [7680/60000 (13%)]	Loss: 0.042816
Train Epoch: 8 [8320/60000 (14%)]	Loss: 0.012484
Train Epoch: 8 [8960/60000 (15%)]	Loss: 0.039258
Train Epoch: 8 [9600/60000 (16%)]	Loss: 0.097023
Train Epoch: 8 [10240/60000 (17%)]	Loss: 0.008522
Train Epoch: 8 [10880/60000 (18%)]	Loss: 0.009556
Train Epoch: 8 [11520/60000 (19%)]	Loss: 0.023415
Train Epoch: 8 [12160/60000 (20%)]	Loss: 0.050451
Train Epoch: 8 [12800/60000 (21%)]	Loss: 0.006048
Train Epoch: 8 [13440/60000 (22%)]	Loss: 0.017283
Train Epoch: 8 [14080/60000 (23%)]	Loss: 0.003533
Train Epoch: 8 [14720/60000 (25%)]	Loss: 0.004561
Train Epoch: 8 [15360/60000 (26%)]	Loss: 0.008257
Train Epoch: 8 [16000/60000 (27%)]	Loss: 0.003632
Train Epoch: 8 [16640/60000 (28%)]	Loss: 0.006065
Train Epoch: 8 [17280/60000 (29%)]	Loss: 0.024601
Train Epoch: 8 [17920/60000 (30%)]	Loss: 0.016717
Train Epoch: 8 [18560/60000 (31%)]	Loss: 0.005464
Train Epoch: 8 [19200/60000 (32%)]	Loss: 0.109905
Train Epoch: 8 [19840/60000 (33%)]	Loss: 0.002614
Train Epoch: 8 [20480/60000 (34%)]	Loss: 0.001632
Train Epoch: 8 [21120/60000 (35%)]	Loss: 0.003708
Train Epoch: 8 [21760/60000 (36%)]	Loss: 0.021227
Train Epoch: 8 [22400/60000 (37%)]	Loss: 0.020917
Train Epoch: 8 [23040/60000 (38%)]	Loss: 0.000340
Train Epoch: 8 [23680/60000 (39%)]	Loss: 0.048007
Train Epoch: 8 [24320/60000 (41%)]	Loss: 0.047749
Train Epoch: 8 [24960/60000 (42%)]	Loss: 0.011958
Train Epoch: 8 [25600/60000 (43%)]	Loss: 0.049359
Train Epoch: 8 [26240/60000 (44%)]	Loss: 0.003053
Train Epoch: 8 [26880/60000 (45%)]	Loss: 0.016691
Train Epoch: 8 [27520/60000 (46%)]	Loss: 0.081419
