Start profiling...
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 4 [3200/60000 (5%)]	Loss: 0.102450
Train Epoch: 4 [3840/60000 (6%)]	Loss: 0.013096
Train Epoch: 4 [4480/60000 (7%)]	Loss: 0.024276
Train Epoch: 4 [5120/60000 (9%)]	Loss: 0.044537
Train Epoch: 4 [5760/60000 (10%)]	Loss: 0.048466
Train Epoch: 4 [6400/60000 (11%)]	Loss: 0.074790
Train Epoch: 4 [7040/60000 (12%)]	Loss: 0.027986
Train Epoch: 4 [7680/60000 (13%)]	Loss: 0.045781
Train Epoch: 4 [8320/60000 (14%)]	Loss: 0.060479
Train Epoch: 4 [8960/60000 (15%)]	Loss: 0.003137
Train Epoch: 4 [9600/60000 (16%)]	Loss: 0.054127
Train Epoch: 4 [10240/60000 (17%)]	Loss: 0.007264
Train Epoch: 4 [10880/60000 (18%)]	Loss: 0.024354
Train Epoch: 4 [11520/60000 (19%)]	Loss: 0.022861
Train Epoch: 4 [12160/60000 (20%)]	Loss: 0.019371
Train Epoch: 4 [12800/60000 (21%)]	Loss: 0.187459
Train Epoch: 4 [13440/60000 (22%)]	Loss: 0.067499
Train Epoch: 4 [14080/60000 (23%)]	Loss: 0.027550
Train Epoch: 4 [14720/60000 (25%)]	Loss: 0.068835
Train Epoch: 4 [15360/60000 (26%)]	Loss: 0.023947
Train Epoch: 4 [16000/60000 (27%)]	Loss: 0.044060
Train Epoch: 4 [16640/60000 (28%)]	Loss: 0.013212
Train Epoch: 4 [17280/60000 (29%)]	Loss: 0.052831
Train Epoch: 4 [17920/60000 (30%)]	Loss: 0.174587
Train Epoch: 4 [18560/60000 (31%)]	Loss: 0.068838
Train Epoch: 4 [19200/60000 (32%)]	Loss: 0.017199
Train Epoch: 4 [19840/60000 (33%)]	Loss: 0.011310
Train Epoch: 4 [20480/60000 (34%)]	Loss: 0.011318
Train Epoch: 4 [21120/60000 (35%)]	Loss: 0.010261
Train Epoch: 4 [21760/60000 (36%)]	Loss: 0.027866
Train Epoch: 4 [22400/60000 (37%)]	Loss: 0.058466
Train Epoch: 4 [23040/60000 (38%)]	Loss: 0.018925
Train Epoch: 4 [23680/60000 (39%)]	Loss: 0.244155
Train Epoch: 4 [24320/60000 (41%)]	Loss: 0.046027
Train Epoch: 4 [24960/60000 (42%)]	Loss: 0.004195
Train Epoch: 4 [25600/60000 (43%)]	Loss: 0.057143
Train Epoch: 4 [26240/60000 (44%)]	Loss: 0.014127
Train Epoch: 4 [26880/60000 (45%)]	Loss: 0.023209
Train Epoch: 4 [27520/60000 (46%)]	Loss: 0.006012
Train Epoch: 4 [28160/60000 (47%)]	Loss: 0.023209
Train Epoch: 4 [28800/60000 (48%)]	Loss: 0.052939
Train Epoch: 4 [29440/60000 (49%)]	Loss: 0.003560
Train Epoch: 4 [30080/60000 (50%)]	Loss: 0.001562
Train Epoch: 4 [30720/60000 (51%)]	Loss: 0.055923
Train Epoch: 4 [31360/60000 (52%)]	Loss: 0.009868
Train Epoch: 4 [32000/60000 (53%)]	Loss: 0.026678
Train Epoch: 4 [32640/60000 (54%)]	Loss: 0.024907
Train Epoch: 4 [33280/60000 (55%)]	Loss: 0.011882
Train Epoch: 4 [33920/60000 (57%)]	Loss: 0.113169
Train Epoch: 4 [34560/60000 (58%)]	Loss: 0.041884
Train Epoch: 4 [35200/60000 (59%)]	Loss: 0.129266
Train Epoch: 4 [35840/60000 (60%)]	Loss: 0.039456
Train Epoch: 4 [36480/60000 (61%)]	Loss: 0.063992
Train Epoch: 4 [37120/60000 (62%)]	Loss: 0.084135
Train Epoch: 4 [37760/60000 (63%)]	Loss: 0.029362
Train Epoch: 4 [38400/60000 (64%)]	Loss: 0.098743
Train Epoch: 4 [39040/60000 (65%)]	Loss: 0.014651
Train Epoch: 4 [39680/60000 (66%)]	Loss: 0.077517
Train Epoch: 4 [40320/60000 (67%)]	Loss: 0.005341
Train Epoch: 4 [40960/60000 (68%)]	Loss: 0.028450
Train Epoch: 4 [41600/60000 (69%)]	Loss: 0.109230
Train Epoch: 4 [42240/60000 (70%)]	Loss: 0.154261
Train Epoch: 4 [42880/60000 (71%)]	Loss: 0.092822
Train Epoch: 4 [43520/60000 (72%)]	Loss: 0.176048
Train Epoch: 4 [44160/60000 (74%)]	Loss: 0.103143
Train Epoch: 4 [44800/60000 (75%)]	Loss: 0.014413
Train Epoch: 4 [45440/60000 (76%)]	Loss: 0.097930
Train Epoch: 4 [46080/60000 (77%)]	Loss: 0.002302
Train Epoch: 4 [46720/60000 (78%)]	Loss: 0.038419
Train Epoch: 4 [47360/60000 (79%)]	Loss: 0.009645
Train Epoch: 4 [48000/60000 (80%)]	Loss: 0.036704
Train Epoch: 4 [48640/60000 (81%)]	Loss: 0.088841
Train Epoch: 4 [49280/60000 (82%)]	Loss: 0.059858
Train Epoch: 4 [49920/60000 (83%)]	Loss: 0.147874
Train Epoch: 4 [50560/60000 (84%)]	Loss: 0.035043
Train Epoch: 4 [51200/60000 (85%)]	Loss: 0.132327
Train Epoch: 4 [51840/60000 (86%)]	Loss: 0.033892
Train Epoch: 4 [52480/60000 (87%)]	Loss: 0.044584
Train Epoch: 4 [53120/60000 (88%)]	Loss: 0.337931
Train Epoch: 4 [53760/60000 (90%)]	Loss: 0.045338
Train Epoch: 4 [54400/60000 (91%)]	Loss: 0.153455
Train Epoch: 4 [55040/60000 (92%)]	Loss: 0.023363
Train Epoch: 4 [55680/60000 (93%)]	Loss: 0.013305
Train Epoch: 4 [56320/60000 (94%)]	Loss: 0.083319
Train Epoch: 4 [56960/60000 (95%)]	Loss: 0.117001
Train Epoch: 4 [57600/60000 (96%)]	Loss: 0.054708
Train Epoch: 4 [58240/60000 (97%)]	Loss: 0.012737
Train Epoch: 4 [58880/60000 (98%)]	Loss: 0.051679
Train Epoch: 4 [59520/60000 (99%)]	Loss: 0.015403

Test set: Average loss: 0.0302, Accuracy: 9891/10000 (99%)

Train Epoch: 5 [0/60000 (0%)]	Loss: 0.054995
Train Epoch: 5 [640/60000 (1%)]	Loss: 0.018713
Train Epoch: 5 [1280/60000 (2%)]	Loss: 0.036479
Train Epoch: 5 [1920/60000 (3%)]	Loss: 0.030691
Train Epoch: 5 [2560/60000 (4%)]	Loss: 0.032439
Train Epoch: 5 [3200/60000 (5%)]	Loss: 0.052937
Train Epoch: 5 [3840/60000 (6%)]	Loss: 0.010799
Train Epoch: 5 [4480/60000 (7%)]	Loss: 0.110948
Train Epoch: 5 [5120/60000 (9%)]	Loss: 0.008396
Train Epoch: 5 [5760/60000 (10%)]	Loss: 0.042495
Train Epoch: 5 [6400/60000 (11%)]	Loss: 0.004541
Train Epoch: 5 [7040/60000 (12%)]	Loss: 0.022913
Train Epoch: 5 [7680/60000 (13%)]	Loss: 0.000642
Train Epoch: 5 [8320/60000 (14%)]	Loss: 0.027038
Train Epoch: 5 [8960/60000 (15%)]	Loss: 0.045074
Train Epoch: 5 [9600/60000 (16%)]	Loss: 0.015749
Train Epoch: 5 [10240/60000 (17%)]	Loss: 0.053738
Train Epoch: 5 [10880/60000 (18%)]	Loss: 0.042965
Train Epoch: 5 [11520/60000 (19%)]	Loss: 0.005841
Train Epoch: 5 [12160/60000 (20%)]	Loss: 0.010776
Train Epoch: 5 [12800/60000 (21%)]	Loss: 0.096803
Train Epoch: 5 [13440/60000 (22%)]	Loss: 0.038866
Train Epoch: 5 [14080/60000 (23%)]	Loss: 0.012899
Train Epoch: 5 [14720/60000 (25%)]	Loss: 0.030252
Train Epoch: 5 [15360/60000 (26%)]	Loss: 0.178244
Train Epoch: 5 [16000/60000 (27%)]	Loss: 0.003018
Train Epoch: 5 [16640/60000 (28%)]	Loss: 0.005155
Train Epoch: 5 [17280/60000 (29%)]	Loss: 0.027076
Train Epoch: 5 [17920/60000 (30%)]	Loss: 0.089880
Train Epoch: 5 [18560/60000 (31%)]	Loss: 0.025898
Train Epoch: 5 [19200/60000 (32%)]	Loss: 0.005113
Train Epoch: 5 [19840/60000 (33%)]	Loss: 0.132680
Train Epoch: 5 [20480/60000 (34%)]	Loss: 0.048597
Train Epoch: 5 [21120/60000 (35%)]	Loss: 0.110938
Train Epoch: 5 [21760/60000 (36%)]	Loss: 0.132483
Train Epoch: 5 [22400/60000 (37%)]	Loss: 0.039101
Train Epoch: 5 [23040/60000 (38%)]	Loss: 0.003490
Train Epoch: 5 [23680/60000 (39%)]	Loss: 0.007380
Train Epoch: 5 [24320/60000 (41%)]	Loss: 0.007689
Train Epoch: 5 [24960/60000 (42%)]	Loss: 0.026458
Train Epoch: 5 [25600/60000 (43%)]	Loss: 0.029487
Train Epoch: 5 [26240/60000 (44%)]	Loss: 0.010224
Train Epoch: 5 [26880/60000 (45%)]	Loss: 0.026230
Train Epoch: 5 [27520/60000 (46%)]	Loss: 0.050874
Train Epoch: 5 [28160/60000 (47%)]	Loss: 0.026879
Train Epoch: 5 [28800/60000 (48%)]	Loss: 0.006365
Train Epoch: 5 [29440/60000 (49%)]	Loss: 0.041133
Train Epoch: 5 [30080/60000 (50%)]	Loss: 0.051923
Train Epoch: 5 [30720/60000 (51%)]	Loss: 0.023846
Train Epoch: 5 [31360/60000 (52%)]	Loss: 0.120063
Train Epoch: 5 [32000/60000 (53%)]	Loss: 0.185161
Train Epoch: 5 [32640/60000 (54%)]	Loss: 0.056521
Train Epoch: 5 [33280/60000 (55%)]	Loss: 0.060539
Train Epoch: 5 [33920/60000 (57%)]	Loss: 0.009086
Train Epoch: 5 [34560/60000 (58%)]	Loss: 0.019023
Train Epoch: 5 [35200/60000 (59%)]	Loss: 0.002132
Train Epoch: 5 [35840/60000 (60%)]	Loss: 0.057984
Train Epoch: 5 [36480/60000 (61%)]	Loss: 0.143338
Train Epoch: 5 [37120/60000 (62%)]	Loss: 0.081379
Train Epoch: 5 [37760/60000 (63%)]	Loss: 0.001469
Train Epoch: 5 [38400/60000 (64%)]	Loss: 0.356212
Train Epoch: 5 [39040/60000 (65%)]	Loss: 0.053672
Train Epoch: 5 [39680/60000 (66%)]	Loss: 0.021199
Train Epoch: 5 [40320/60000 (67%)]	Loss: 0.029832
Train Epoch: 5 [40960/60000 (68%)]	Loss: 0.059086
Train Epoch: 5 [41600/60000 (69%)]	Loss: 0.044792
Train Epoch: 5 [42240/60000 (70%)]	Loss: 0.083542
Train Epoch: 5 [42880/60000 (71%)]	Loss: 0.006381
Train Epoch: 5 [43520/60000 (72%)]	Loss: 0.070283
Train Epoch: 5 [44160/60000 (74%)]	Loss: 0.029667
Train Epoch: 5 [44800/60000 (75%)]	Loss: 0.062137
Train Epoch: 5 [45440/60000 (76%)]	Loss: 0.010941
Train Epoch: 5 [46080/60000 (77%)]	Loss: 0.009697
Train Epoch: 5 [46720/60000 (78%)]	Loss: 0.020768
Train Epoch: 5 [47360/60000 (79%)]	Loss: 0.022656
Train Epoch: 5 [48000/60000 (80%)]	Loss: 0.032438
Train Epoch: 5 [48640/60000 (81%)]	Loss: 0.077487
Train Epoch: 5 [49280/60000 (82%)]	Loss: 0.010044
Train Epoch: 5 [49920/60000 (83%)]	Loss: 0.039148
Train Epoch: 5 [50560/60000 (84%)]	Loss: 0.028205
Train Epoch: 5 [51200/60000 (85%)]	Loss: 0.014252
Train Epoch: 5 [51840/60000 (86%)]	Loss: 0.074512
Train Epoch: 5 [52480/60000 (87%)]	Loss: 0.050384
Train Epoch: 5 [53120/60000 (88%)]	Loss: 0.017915
Train Epoch: 5 [53760/60000 (90%)]	Loss: 0.026676
Train Epoch: 5 [54400/60000 (91%)]	Loss: 0.015069
Train Epoch: 5 [55040/60000 (92%)]	Loss: 0.010553
Train Epoch: 5 [55680/60000 (93%)]	Loss: 0.012667
Train Epoch: 5 [56320/60000 (94%)]	Loss: 0.048693
Train Epoch: 5 [56960/60000 (95%)]	Loss: 0.062131
Train Epoch: 5 [57600/60000 (96%)]	Loss: 0.039294
Train Epoch: 5 [58240/60000 (97%)]	Loss: 0.092914
Train Epoch: 5 [58880/60000 (98%)]	Loss: 0.147083
Train Epoch: 5 [59520/60000 (99%)]	Loss: 0.018048

Test set: Average loss: 0.0299, Accuracy: 9893/10000 (99%)

Train Epoch: 6 [0/60000 (0%)]	Loss: 0.092435
Train Epoch: 6 [640/60000 (1%)]	Loss: 0.037274
Train Epoch: 6 [1280/60000 (2%)]	Loss: 0.038444
Train Epoch: 6 [1920/60000 (3%)]	Loss: 0.114170
Train Epoch: 6 [2560/60000 (4%)]	Loss: 0.116808
Train Epoch: 6 [3200/60000 (5%)]	Loss: 0.009681
Train Epoch: 6 [3840/60000 (6%)]	Loss: 0.031016
Train Epoch: 6 [4480/60000 (7%)]	Loss: 0.006299
Train Epoch: 6 [5120/60000 (9%)]	Loss: 0.006629
Train Epoch: 6 [5760/60000 (10%)]	Loss: 0.017435
Train Epoch: 6 [6400/60000 (11%)]	Loss: 0.061049
Train Epoch: 6 [7040/60000 (12%)]	Loss: 0.069227
Train Epoch: 6 [7680/60000 (13%)]	Loss: 0.003483
Train Epoch: 6 [8320/60000 (14%)]	Loss: 0.056682
Train Epoch: 6 [8960/60000 (15%)]	Loss: 0.002001
Train Epoch: 6 [9600/60000 (16%)]	Loss: 0.132752
Train Epoch: 6 [10240/60000 (17%)]	Loss: 0.096289
Train Epoch: 6 [10880/60000 (18%)]	Loss: 0.041536
Train Epoch: 6 [11520/60000 (19%)]	Loss: 0.028270
Train Epoch: 6 [12160/60000 (20%)]	Loss: 0.032659
Train Epoch: 6 [12800/60000 (21%)]	Loss: 0.044313
Train Epoch: 6 [13440/60000 (22%)]	Loss: 0.088388
Train Epoch: 6 [14080/60000 (23%)]	Loss: 0.009753
Train Epoch: 6 [14720/60000 (25%)]	Loss: 0.055056
Train Epoch: 6 [15360/60000 (26%)]	Loss: 0.145786
Train Epoch: 6 [16000/60000 (27%)]	Loss: 0.039715
Train Epoch: 6 [16640/60000 (28%)]	Loss: 0.005443
Train Epoch: 6 [17280/60000 (29%)]	Loss: 0.010407
Train Epoch: 6 [17920/60000 (30%)]	Loss: 0.005831
Train Epoch: 6 [18560/60000 (31%)]	Loss: 0.030473
Train Epoch: 6 [19200/60000 (32%)]	Loss: 0.006447
Train Epoch: 6 [19840/60000 (33%)]	Loss: 0.152322
Train Epoch: 6 [20480/60000 (34%)]	Loss: 0.024542
Train Epoch: 6 [21120/60000 (35%)]	Loss: 0.040255
Train Epoch: 6 [21760/60000 (36%)]	Loss: 0.073431
Train Epoch: 6 [22400/60000 (37%)]	Loss: 0.057214
Train Epoch: 6 [23040/60000 (38%)]	Loss: 0.063733
Train Epoch: 6 [23680/60000 (39%)]	Loss: 0.056013
Train Epoch: 6 [24320/60000 (41%)]	Loss: 0.046157
Train Epoch: 6 [24960/60000 (42%)]	Loss: 0.005147
Train Epoch: 6 [25600/60000 (43%)]	Loss: 0.006791
Train Epoch: 6 [26240/60000 (44%)]	Loss: 0.017044
Train Epoch: 6 [26880/60000 (45%)]	Loss: 0.042048
Train Epoch: 6 [27520/60000 (46%)]	Loss: 0.021900
Train Epoch: 6 [28160/60000 (47%)]	Loss: 0.029835
Train Epoch: 6 [28800/60000 (48%)]	Loss: 0.026580
Train Epoch: 6 [29440/60000 (49%)]	Loss: 0.019662
Train Epoch: 6 [30080/60000 (50%)]	Loss: 0.009008
Train Epoch: 6 [30720/60000 (51%)]	Loss: 0.016231
Train Epoch: 6 [31360/60000 (52%)]	Loss: 0.015826
Train Epoch: 6 [32000/60000 (53%)]	Loss: 0.009582
Train Epoch: 6 [32640/60000 (54%)]	Loss: 0.035570
Train Epoch: 6 [33280/60000 (55%)]	Loss: 0.112089
Train Epoch: 6 [33920/60000 (57%)]	Loss: 0.059479
Train Epoch: 6 [34560/60000 (58%)]	Loss: 0.008299
Train Epoch: 6 [35200/60000 (59%)]	Loss: 0.005196
Train Epoch: 6 [35840/60000 (60%)]	Loss: 0.000795
Train Epoch: 6 [36480/60000 (61%)]	Loss: 0.197322
Train Epoch: 6 [37120/60000 (62%)]	Loss: 0.043417
Train Epoch: 6 [37760/60000 (63%)]	Loss: 0.015020
Train Epoch: 6 [38400/60000 (64%)]	Loss: 0.104475
Train Epoch: 6 [39040/60000 (65%)]	Loss: 0.021394
Train Epoch: 6 [39680/60000 (66%)]	Loss: 0.012955
Train Epoch: 6 [40320/60000 (67%)]	Loss: 0.067083
Train Epoch: 6 [40960/60000 (68%)]	Loss: 0.025431
Train Epoch: 6 [41600/60000 (69%)]	Loss: 0.016141
Train Epoch: 6 [42240/60000 (70%)]	Loss: 0.139178
Train Epoch: 6 [42880/60000 (71%)]	Loss: 0.015841
Train Epoch: 6 [43520/60000 (72%)]	Loss: 0.036748
Train Epoch: 6 [44160/60000 (74%)]	Loss: 0.006560
Train Epoch: 6 [44800/60000 (75%)]	Loss: 0.010344
Train Epoch: 6 [45440/60000 (76%)]	Loss: 0.092281
Train Epoch: 6 [46080/60000 (77%)]	Loss: 0.004094
Train Epoch: 6 [46720/60000 (78%)]	Loss: 0.022785
Train Epoch: 6 [47360/60000 (79%)]	Loss: 0.055975
Train Epoch: 6 [48000/60000 (80%)]	Loss: 0.020190
Train Epoch: 6 [48640/60000 (81%)]	Loss: 0.010113
Train Epoch: 6 [49280/60000 (82%)]	Loss: 0.013552
Train Epoch: 6 [49920/60000 (83%)]	Loss: 0.024820
Train Epoch: 6 [50560/60000 (84%)]	Loss: 0.072449
Train Epoch: 6 [51200/60000 (85%)]	Loss: 0.036227
Train Epoch: 6 [51840/60000 (86%)]	Loss: 0.016742
Train Epoch: 6 [52480/60000 (87%)]	Loss: 0.061996
Train Epoch: 6 [53120/60000 (88%)]	Loss: 0.003266
Train Epoch: 6 [53760/60000 (90%)]	Loss: 0.008156
Train Epoch: 6 [54400/60000 (91%)]	Loss: 0.010687
Train Epoch: 6 [55040/60000 (92%)]	Loss: 0.085713
Train Epoch: 6 [55680/60000 (93%)]	Loss: 0.033716
Train Epoch: 6 [56320/60000 (94%)]	Loss: 0.016663
Train Epoch: 6 [56960/60000 (95%)]	Loss: 0.008802
Train Epoch: 6 [57600/60000 (96%)]	Loss: 0.003997
Train Epoch: 6 [58240/60000 (97%)]	Loss: 0.040569
Train Epoch: 6 [58880/60000 (98%)]	Loss: 0.016393
Train Epoch: 6 [59520/60000 (99%)]	Loss: 0.002377

Test set: Average loss: 0.0292, Accuracy: 9898/10000 (99%)

Train Epoch: 7 [0/60000 (0%)]	Loss: 0.053359
Train Epoch: 7 [640/60000 (1%)]	Loss: 0.095234
Train Epoch: 7 [1280/60000 (2%)]	Loss: 0.087332
Train Epoch: 7 [1920/60000 (3%)]	Loss: 0.068009
Train Epoch: 7 [2560/60000 (4%)]	Loss: 0.005122
Train Epoch: 7 [3200/60000 (5%)]	Loss: 0.061213
Train Epoch: 7 [3840/60000 (6%)]	Loss: 0.111836
Train Epoch: 7 [4480/60000 (7%)]	Loss: 0.114029
Train Epoch: 7 [5120/60000 (9%)]	Loss: 0.045615
Train Epoch: 7 [5760/60000 (10%)]	Loss: 0.002175
Train Epoch: 7 [6400/60000 (11%)]	Loss: 0.032326
Train Epoch: 7 [7040/60000 (12%)]	Loss: 0.087087
Train Epoch: 7 [7680/60000 (13%)]	Loss: 0.037613
Train Epoch: 7 [8320/60000 (14%)]	Loss: 0.046669
Train Epoch: 7 [8960/60000 (15%)]	Loss: 0.010590
Train Epoch: 7 [9600/60000 (16%)]	Loss: 0.052025
Train Epoch: 7 [10240/60000 (17%)]	Loss: 0.081772
Train Epoch: 7 [10880/60000 (18%)]	Loss: 0.012777
Train Epoch: 7 [11520/60000 (19%)]	Loss: 0.037195
Train Epoch: 7 [12160/60000 (20%)]	Loss: 0.021020
Train Epoch: 7 [12800/60000 (21%)]	Loss: 0.107351
Train Epoch: 7 [13440/60000 (22%)]	Loss: 0.025291
Train Epoch: 7 [14080/60000 (23%)]	Loss: 0.134821
Train Epoch: 7 [14720/60000 (25%)]	Loss: 0.013851
Train Epoch: 7 [15360/60000 (26%)]	Loss: 0.026176
Train Epoch: 7 [16000/60000 (27%)]	Loss: 0.083734
Train Epoch: 7 [16640/60000 (28%)]	Loss: 0.032114
Train Epoch: 7 [17280/60000 (29%)]	Loss: 0.095786
Train Epoch: 7 [17920/60000 (30%)]	Loss: 0.043913
Train Epoch: 7 [18560/60000 (31%)]	Loss: 0.018396
Train Epoch: 7 [19200/60000 (32%)]	Loss: 0.010237
Train Epoch: 7 [19840/60000 (33%)]	Loss: 0.053396
Train Epoch: 7 [20480/60000 (34%)]	Loss: 0.003412
Train Epoch: 7 [21120/60000 (35%)]	Loss: 0.034632
Train Epoch: 7 [21760/60000 (36%)]	Loss: 0.091797
Train Epoch: 7 [22400/60000 (37%)]	Loss: 0.005225
Train Epoch: 7 [23040/60000 (38%)]	Loss: 0.017575
Train Epoch: 7 [23680/60000 (39%)]	Loss: 0.012367
Train Epoch: 7 [24320/60000 (41%)]	Loss: 0.000901
Train Epoch: 7 [24960/60000 (42%)]	Loss: 0.002012
Train Epoch: 7 [25600/60000 (43%)]	Loss: 0.016163
Train Epoch: 7 [26240/60000 (44%)]	Loss: 0.011039
Train Epoch: 7 [26880/60000 (45%)]	Loss: 0.001297
Train Epoch: 7 [27520/60000 (46%)]	Loss: 0.005025
Train Epoch: 7 [28160/60000 (47%)]	Loss: 0.020600
Train Epoch: 7 [28800/60000 (48%)]	Loss: 0.005437
Train Epoch: 7 [29440/60000 (49%)]	Loss: 0.004050
Train Epoch: 7 [30080/60000 (50%)]	Loss: 0.038199
Train Epoch: 7 [30720/60000 (51%)]	Loss: 0.069913
Train Epoch: 7 [31360/60000 (52%)]	Loss: 0.011247
Train Epoch: 7 [32000/60000 (53%)]	Loss: 0.157887
Train Epoch: 7 [32640/60000 (54%)]	Loss: 0.023101
Train Epoch: 7 [33280/60000 (55%)]	Loss: 0.010646
Train Epoch: 7 [33920/60000 (57%)]	Loss: 0.020236
Train Epoch: 7 [34560/60000 (58%)]	Loss: 0.027215
Train Epoch: 7 [35200/60000 (59%)]	Loss: 0.196812
Train Epoch: 7 [35840/60000 (60%)]	Loss: 0.003845
Train Epoch: 7 [36480/60000 (61%)]	Loss: 0.057649
Train Epoch: 7 [37120/60000 (62%)]	Loss: 0.067951
Train Epoch: 7 [37760/60000 (63%)]	Loss: 0.008906
Train Epoch: 7 [38400/60000 (64%)]	Loss: 0.031290
Train Epoch: 7 [39040/60000 (65%)]	Loss: 0.080682
Train Epoch: 7 [39680/60000 (66%)]	Loss: 0.132513
Train Epoch: 7 [40320/60000 (67%)]	Loss: 0.027005
Train Epoch: 7 [40960/60000 (68%)]	Loss: 0.010135
Train Epoch: 7 [41600/60000 (69%)]	Loss: 0.234529
Train Epoch: 7 [42240/60000 (70%)]	Loss: 0.017027
Train Epoch: 7 [42880/60000 (71%)]	Loss: 0.008601
Train Epoch: 7 [43520/60000 (72%)]	Loss: 0.003163
Train Epoch: 7 [44160/60000 (74%)]	Loss: 0.023447
Train Epoch: 7 [44800/60000 (75%)]	Loss: 0.030585
Train Epoch: 7 [45440/60000 (76%)]	Loss: 0.030752
Train Epoch: 7 [46080/60000 (77%)]	Loss: 0.055513
Train Epoch: 7 [46720/60000 (78%)]	Loss: 0.042972
Train Epoch: 7 [47360/60000 (79%)]	Loss: 0.161558
Train Epoch: 7 [48000/60000 (80%)]	Loss: 0.106358
Train Epoch: 7 [48640/60000 (81%)]	Loss: 0.033533
Train Epoch: 7 [49280/60000 (82%)]	Loss: 0.024295
Train Epoch: 7 [49920/60000 (83%)]	Loss: 0.038408
Train Epoch: 7 [50560/60000 (84%)]	Loss: 0.015536
Train Epoch: 7 [51200/60000 (85%)]	Loss: 0.049083
Train Epoch: 7 [51840/60000 (86%)]	Loss: 0.134813
Train Epoch: 7 [52480/60000 (87%)]	Loss: 0.029604
Train Epoch: 7 [53120/60000 (88%)]	Loss: 0.032251
Train Epoch: 7 [53760/60000 (90%)]	Loss: 0.024702
Train Epoch: 7 [54400/60000 (91%)]	Loss: 0.019724
Train Epoch: 7 [55040/60000 (92%)]	Loss: 0.052124
Train Epoch: 7 [55680/60000 (93%)]	Loss: 0.019663
Train Epoch: 7 [56320/60000 (94%)]	Loss: 0.089380
Train Epoch: 7 [56960/60000 (95%)]	Loss: 0.020311
Train Epoch: 7 [57600/60000 (96%)]	Loss: 0.006258
Train Epoch: 7 [58240/60000 (97%)]	Loss: 0.055624
Train Epoch: 7 [58880/60000 (98%)]	Loss: 0.004763
Train Epoch: 7 [59520/60000 (99%)]	Loss: 0.007832

Test set: Average loss: 0.0291, Accuracy: 9904/10000 (99%)

Train Epoch: 8 [0/60000 (0%)]	Loss: 0.003788
Train Epoch: 8 [640/60000 (1%)]	Loss: 0.008883
Train Epoch: 8 [1280/60000 (2%)]	Loss: 0.021396
Train Epoch: 8 [1920/60000 (3%)]	Loss: 0.004209
Train Epoch: 8 [2560/60000 (4%)]	Loss: 0.014122
Train Epoch: 8 [3200/60000 (5%)]	Loss: 0.001070
Train Epoch: 8 [3840/60000 (6%)]	Loss: 0.078077
Train Epoch: 8 [4480/60000 (7%)]	Loss: 0.089813
Train Epoch: 8 [5120/60000 (9%)]	Loss: 0.010799
Train Epoch: 8 [5760/60000 (10%)]	Loss: 0.004815
Train Epoch: 8 [6400/60000 (11%)]	Loss: 0.127442
Train Epoch: 8 [7040/60000 (12%)]	Loss: 0.023565
Train Epoch: 8 [7680/60000 (13%)]	Loss: 0.012880
Train Epoch: 8 [8320/60000 (14%)]	Loss: 0.108316
Train Epoch: 8 [8960/60000 (15%)]	Loss: 0.007902
Train Epoch: 8 [9600/60000 (16%)]	Loss: 0.007793
Train Epoch: 8 [10240/60000 (17%)]	Loss: 0.000983
Train Epoch: 8 [10880/60000 (18%)]	Loss: 0.014448
Train Epoch: 8 [11520/60000 (19%)]	Loss: 0.016065
Train Epoch: 8 [12160/60000 (20%)]	Loss: 0.003500
Train Epoch: 8 [12800/60000 (21%)]	Loss: 0.005961
Train Epoch: 8 [13440/60000 (22%)]	Loss: 0.063024
Train Epoch: 8 [14080/60000 (23%)]	Loss: 0.057283
Train Epoch: 8 [14720/60000 (25%)]	Loss: 0.003974
Train Epoch: 8 [15360/60000 (26%)]	Loss: 0.026098
Train Epoch: 8 [16000/60000 (27%)]	Loss: 0.112661
Train Epoch: 8 [16640/60000 (28%)]	Loss: 0.002274
Train Epoch: 8 [17280/60000 (29%)]	Loss: 0.006523
Train Epoch: 8 [17920/60000 (30%)]	Loss: 0.025204
Train Epoch: 8 [18560/60000 (31%)]	Loss: 0.029698
Train Epoch: 8 [19200/60000 (32%)]	Loss: 0.063835
Train Epoch: 8 [19840/60000 (33%)]	Loss: 0.051815
Train Epoch: 8 [20480/60000 (34%)]	Loss: 0.009172
Train Epoch: 8 [21120/60000 (35%)]	Loss: 0.041100
Train Epoch: 8 [21760/60000 (36%)]	Loss: 0.064506
Train Epoch: 8 [22400/60000 (37%)]	Loss: 0.038796
Train Epoch: 8 [23040/60000 (38%)]	Loss: 0.083107
Train Epoch: 8 [23680/60000 (39%)]	Loss: 0.062729
Train Epoch: 8 [24320/60000 (41%)]	Loss: 0.006889
Train Epoch: 8 [24960/60000 (42%)]	Loss: 0.030455
Train Epoch: 8 [25600/60000 (43%)]	Loss: 0.033781
Train Epoch: 8 [26240/60000 (44%)]	Loss: 0.025408
Train Epoch: 8 [26880/60000 (45%)]	Loss: 0.052301
Train Epoch: 8 [27520/60000 (46%)]	Loss: 0.038885
Train Epoch: 8 [28160/60000 (47%)]	Loss: 0.013715
